stkcd
601619
600738
603225
600722
600276
603005
600702
600982
603638
600507
600765
600830
600830
600830
600785
603179
603826
600605
600887
601619
603278
603319
603333
603806
600681
600231
600829
603127
600722
603577
603677
603822
600675
603018
603991
600367
603136
603303
603977
600257
600826
601155
603103
600113
600158
600167
600284
600800
600803
600814
601886
603335
603429
603456
603659
603919
600315
601318
603320
603536
600050
600678
600873
601233
600062
600206
600211
600328
600368
600523
600552
600705
600750
600760
600828
600973
600067
600508
600588
600660
600664
600729
600835
600963
601898
603019
600332
600433
600466
600603
601878
600423
600426
600497
600567
600696
600753
600862
601066
601515
601882
603079
603969
600011
600076
600118
600150
600193
600273
600310
600386
600649
600688
600720
600727
600794
600038
600176
600299
600301
600316
600372
600423
600449
600495
600502
600556
600569
600030
600095
600096
600256
600301
600323
600375
600408
600511
600575
600585
600787
600808
600009
600036
600120
600207
600282
600298
600321
600343
600422
600548
600560
600602
600012
600028
600116
600377
600877
601577
601601
603005
603118
603527
600000
600017
600051
600063
600085
600141
600178
600196
600202
600269
600287
600311
600135
600183
600246
600317
600748
601717
601880
601998
603026
603226
603300
603578
600018
600026
600027
600056
600192
600218
600295
600326
600337
600359
600362
600382
600403
600022
600061
600101
600109
600125
600128
600170
600230
600235
600241
600251
600268
600006
600007
600008
600016
600029
600058
600068
600073
600077
600078
600081
600099
600106
600031
600776
603080
603989
600066
600104
600161
600171
600352
600486
600577
600695
600798
601179
603030
603069
600059
600252
600288
600609
600609
600848
601377
603518
603696
603722
603766
603801
603813
603860
600237
600283
600388
600563
600598
600667
600879
603020
603056
603098
603602
600094
600455
600686
603214
603458
603916
600133
600444
600745
600868
601010
603156
603268
603348
603386
603726
603823
603917
600075
600330
600346
600363
600379
600459
600463
600557
600562
600620
600622
600697
600022
600303
600499
600694
601218
601225
601872
603365
603823
603887
600064
600098
600126
600136
600151
600155
600156
600173
600187
600327
600397
600479
600054
600127
600132
600203
600266
600318
600348
600365
600376
600436
600469
600470
600242
600587
600684
603187
603918
600023
600048
600089
600110
600129
600130
600137
600217
600305
600325
600345
600380
600070
600190
600207
600219
600229
600277
600527
600617
600638
600712
600867
601116
601579
600072
600146
600163
600182
600198
600220
600233
600258
600372
600438
600482
600496
600510
600010
600015
600082
600148
600160
600249
600381
600387
600410
600420
600461
600505
600526
600033
600037
600039
600071
600080
600097
600111
600138
600162
600168
600200
600340
603345
603579
603655
603956
600103
600114
600121
600123
600143
600152
600153
600175
600226
600238
600243
600261
600262
600090
600193
600216
600275
600293
600297
600333
600351
600850
600928
601106
601599
603032
600019
600021
600076
600084
600096
600159
600213
600215
600285
600302
600312
600355
600361
600025
600057
600069
600074
600091
600100
600122
600165
600172
600186
600197
600212
600225
600020
600035
600053
600055
600088
600112
600149
600166
600169
600180
600208
600209
600227
600052
600093
600107
600117
600201
600228
600260
600338
600406
600480
600485
600522
600004
600060
600079
600083
600086
600105
600108
600119
600139
600146
600157
600177
600701
600926
600873
600086
600713
601020
603639
601068
601258
600145
600546
603157
600988
601216
601339
600365
600866
601838
603728
600229
600306
600396
603012
603025
603028
603680
600277
600979
601113
603321
603729
603730
600816
601038
603676
600179
600310
600408
601969
603707
600166
600710
603169
603619
600180
600358
600136
600247
603555
600297
600767
603959
603963
603031
600172
600881
603829
600086
603603
603958
600079
600084
600317
600526
600694
600828
601218
603777
603858
600654
600226
600509
603766
603980
603990
600512
600562
600615
603227
603718
600187
600687
603716
600998
600545
603567
600090
600119
600280
600535
600712
600712
600281
600300
600721
603366
600634
601113
600326
600572
600740
603680
600361
600568
