公司代码,年份,词频
300007,2017,人工智能-1
300007,2017,大数据-4
300007,2017,云计算-2
300007,2017,物联网-123
300007,2017,区块链-2
300007,2017,智能穿戴-1
300007,2017,工业互联网-4
300007,2017,智能家居-1
300007,2018,人工智能-1
300007,2018,大数据-5
300007,2018,数据可视化-1
300007,2018,云计算-1
300007,2018,物联网-114
300007,2018,区块链-1
300007,2018,工业互联网-2
300007,2019,人工智能-1
300007,2019,大数据-4
300007,2019,数据挖掘-1
300007,2019,云计算-2
300007,2019,物联网-84
300007,2019,区块链-4
300007,2019,移动互联网-1
300007,2019,工业互联网-3
300007,2019,移动互联-1
300007,2019,智能家居-1
300008,2012,虚拟现实-1
300008,2013,电子商务-1
300008,2014,电子商务-1
300008,2015,流计算-1
300008,2019,大数据-1
300008,2019,移动互联-2
300009,2014,电子商务-1
300009,2015,O2O-1
300009,2017,大数据-1
300009,2019,大数据-1
300010,2010,云计算-1
300010,2011,大数据-5
300010,2011,云计算-7
300010,2011,物联网-6
300010,2011,移动互联网-1
300010,2012,大数据-1
300010,2012,云计算-4
300010,2012,移动互联-1
300010,2013,大数据-1
300010,2013,云计算-2
300010,2013,移动互联网-3
300010,2013,移动互联-12
300010,2014,大数据-1
300010,2014,移动互联网-1
300010,2014,移动互联-1
300010,2014,互联网金融-1
300010,2015,人工智能-2
300010,2015,大数据-5
300010,2015,虚拟现实-1
300010,2015,物联网-1
300010,2015,移动互联网-2
300010,2015,B2B-1
300010,2016,人脸识别-3
300010,2016,大数据-4
300010,2016,征信-2
300010,2016,虚拟现实-9
300010,2016,云计算-1
300010,2016,B2B-6
300010,2016,互联网金融-1
300010,2017,人工智能-12
300010,2017,大数据-14
300010,2017,物联网-1
300010,2017,互联网金融-1
300011,2016,大数据-1
300011,2017,人脸识别-1
300011,2017,大数据-4
300011,2018,人脸识别-2
300011,2018,语音识别-1
300011,2018,大数据-3
300011,2019,人工智能-1
300011,2019,深度学习-1
300011,2019,人脸识别-1
300011,2019,语音识别-2
300011,2019,自然语言处理-2
300011,2019,大数据-4
300012,2015,大数据-1
300012,2016,大数据-1
300012,2016,智能家居-1
300012,2017,电子商务-1
300012,2018,大数据-2
300012,2018,区块链-1
300012,2019,大数据-2
300012,2019,区块链-1
300012,2019,电子商务-1
300013,2011,电子商务-1
300013,2012,人工智能-1
300013,2013,人工智能-2
300013,2014,人工智能-2
300013,2014,大数据-1
300013,2014,云计算-1
300013,2014,物联网-1
300013,2014,移动互联-1
300013,2015,人工智能-2
300013,2015,大数据-1
300013,2015,云计算-1
300013,2015,物联网-1
300013,2015,电子商务-1
300013,2016,人工智能-2
300013,2016,大数据-2
300013,2016,数据挖掘-1
300013,2016,云计算-1
300013,2016,物联网-2
300013,2016,移动互联网-1
300013,2016,移动互联-1
300013,2017,人工智能-1
300013,2017,大数据-2
300013,2017,数据挖掘-1
300013,2017,云计算-2
300013,2017,物联网-1
300013,2017,区块链-1
300013,2017,移动互联-1
300013,2018,人工智能-2
300013,2018,大数据-2
300013,2018,数据挖掘-1
300013,2018,云计算-1
300013,2018,物联网-2
300013,2018,移动互联-1
300013,2019,人工智能-2
300013,2019,大数据-2
300013,2019,数据挖掘-1
300013,2019,云计算-1
300013,2019,物联网-3
300013,2019,区块链-1
300013,2019,移动互联-1
300014,2009,物联网-2
300014,2009,智能交通-1
300014,2009,智能电网-7
300014,2011,物联网-1
300014,2011,智能交通-1
300014,2011,智能电网-1
300014,2012,智能交通-1
300014,2012,智能电网-1
300014,2013,电子商务-1
300014,2013,智能交通-1
300014,2014,物联网-1
300014,2014,智能交通-1
300014,2015,物联网-2
300014,2015,智能交通-4
300014,2015,智能家居-2
300014,2016,物联网-6
300014,2016,智能交通-4
300014,2016,智能家居-1
300014,2017,物联网-9
300014,2017,智能穿戴-3
300014,2017,智能交通-7
300014,2018,物联网-5
300014,2018,智能穿戴-1
300014,2018,智能交通-6
300014,2019,物联网-8
300014,2019,智能交通-8
300015,2013,O2O-1
300015,2014,O2O-1
300015,2014,移动互联网-1
300015,2015,O2O-1
300015,2015,移动互联-1
300015,2015,互联网医疗-1
300015,2016,大数据-1
300015,2016,移动互联网-1
300015,2017,人工智能-1
300015,2017,移动互联网-1
300015,2018,人工智能-1
300015,2018,大数据-7
300015,2019,大数据-3
300015,2019,云计算-1
300015,2019,移动互联网-1
300016,2018,O2O-1
300016,2018,互联网医疗-1
300016,2019,人工智能-4
300016,2019,大数据-2
300016,2019,O2O-1
300016,2019,互联网医疗-2
300017,2009,移动互联网-4
300017,2009,移动互联-2
300017,2010,云计算-4
300017,2010,物联网-1
300017,2010,移动互联网-4
300017,2010,电子商务-4
300017,2011,云计算-8
300017,2011,物联网-1
300017,2011,移动互联网-3
300017,2011,电子商务-2
300017,2012,云计算-5
300017,2012,移动互联网-9
300017,2012,电子商务-5
300017,2013,云计算-13
300017,2013,移动互联网-4
300017,2013,电子商务-3
300017,2013,互联网金融-1
300017,2014,大数据-1
300017,2014,云计算-18
300017,2014,物联网-1
300017,2014,移动互联网-21
300017,2014,工业互联网-1
300017,2014,电子商务-2
300017,2014,智能家居-1
300017,2015,大数据-1
300017,2015,虚拟现实-2
300017,2015,云计算-43
300017,2015,移动互联网-13
300017,2015,移动互联-1
300017,2015,互联网医疗-2
300017,2015,电子商务-2
300017,2015,B2B-3
300017,2016,大数据-4
300017,2016,虚拟现实-1
300017,2016,云计算-50
300017,2016,移动互联网-14
300017,2016,移动互联-2
300017,2016,电子商务-4
300017,2016,B2B-2
300017,2017,人工智能-4
300017,2017,大数据-9
300017,2017,增强现实-1
300017,2017,虚拟现实-1
300017,2017,云计算-55
300017,2017,物联网-9
300017,2017,移动互联网-11
300017,2017,工业互联网-5
300017,2017,电子商务-1
300017,2017,B2B-2
300017,2018,人工智能-3
300017,2018,机器学习-1
300017,2018,深度学习-1
300017,2018,大数据-9
300017,2018,增强现实-1
300017,2018,虚拟现实-1
300017,2018,云计算-34
300017,2018,物联网-8
300017,2018,移动支付-2
300017,2018,移动互联网-7
300017,2018,工业互联网-6
300017,2019,人工智能-4
300017,2019,大数据-9
300017,2019,增强现实-1
300017,2019,虚拟现实-2
300017,2019,云计算-23
300017,2019,物联网-12
300017,2019,移动互联网-4
300017,2019,工业互联网-9
300017,2019,互联网医疗-1
300018,2009,智能电网-14
300018,2010,智能电网-22
300018,2012,智能电网-13
300018,2013,智能电网-12
300018,2014,智能电网-13
300018,2015,云计算-1
300018,2015,物联网-7
300018,2015,移动互联网-1
300018,2015,智能电网-16
300018,2016,大数据-3
300018,2016,移动互联网-1
300018,2016,电子商务-1
300018,2016,B2B-2
300018,2016,智能电网-20
300018,2017,智能机器人-4
300018,2017,大数据-6
300018,2017,区块链-7
300018,2017,移动互联网-1
300018,2017,互联网医疗-1
300018,2017,电子商务-1
300018,2017,B2B-2
300018,2017,智能电网-19
300018,2018,人工智能-1
300018,2018,智能机器人-1
300018,2018,大数据-5
300018,2018,云计算-1
300018,2018,物联网-3
300018,2018,区块链-1
300018,2018,移动互联网-1
300018,2018,移动互联-1
300018,2018,互联网医疗-1
300018,2018,智能电网-27
300018,2019,人工智能-3
300018,2019,智能机器人-6
300018,2019,大数据-5
300018,2019,物联网-3
300018,2019,移动互联网-1
300018,2019,工业互联网-1
300018,2019,移动互联-1
300018,2019,互联网医疗-2
300018,2019,智能电网-22
300019,2013,移动互联网-1
300019,2013,电子商务-1
300019,2014,移动互联网-1
300019,2014,电子商务-2
300019,2015,智能机器人-1
300019,2015,移动互联网-1
300019,2016,智能机器人-1
300019,2017,电子商务-1
300019,2018,电子商务-3
300019,2019,电子商务-3
300020,2009,云计算-1
300020,2009,物联网-1
300020,2009,移动互联网-4
300020,2009,智能交通-22
300020,2010,异构数据-1
300020,2010,云计算-19
300020,2010,物联网-22
300020,2010,移动互联网-2
300020,2010,智能交通-25
300020,2010,智能电网-1
300020,2011,云计算-4
300020,2011,物联网-17
300020,2011,智能交通-15
300020,2011,智能电网-1
300020,2012,大数据-1
300020,2012,云计算-13
300020,2012,物联网-12
300020,2012,智能交通-29
300020,2013,机器学习-2
300020,2013,大数据-6
300020,2013,云计算-13
300020,2013,物联网-7
300020,2013,移动互联网-1
300020,2013,智能交通-25
300020,2013,智能医疗-1
300020,2014,机器学习-4
300020,2014,大数据-14
300020,2014,数据挖掘-1
300020,2014,异构数据-1
300020,2014,云计算-21
300020,2014,物联网-6
300020,2014,O2O-2
300020,2014,移动互联网-1
300020,2014,互联网医疗-1
300020,2014,智能交通-26
300020,2014,智能家居-1
300020,2015,机器学习-3
300020,2015,大数据-9
300020,2015,数据挖掘-1
300020,2015,云计算-19
300020,2015,物联网-6
300020,2015,智能交通-18
300020,2015,智能家居-1
300020,2015,互联网金融-2
300020,2016,机器学习-3
300020,2016,深度学习-1
300020,2016,大数据-7
300020,2016,数据挖掘-1
300020,2016,云计算-33
300020,2016,物联网-5
300020,2016,智能交通-21
300020,2016,智能家居-1
300020,2017,人工智能-16
300020,2017,机器学习-3
300020,2017,自然语言处理-1
300020,2017,大数据-41
300020,2017,云计算-20
300020,2017,物联网-20
300020,2017,区块链-2
300020,2017,移动互联网-3
300020,2017,移动互联-2
300020,2017,智能交通-6
300020,2018,人工智能-12
300020,2018,机器学习-1
300020,2018,深度学习-1
300020,2018,大数据-33
300020,2018,数据挖掘-4
300020,2018,云计算-7
300020,2018,物联网-18
300020,2018,区块链-1
300020,2018,移动互联网-1
300020,2018,移动互联-1
300020,2018,互联网医疗-1
300020,2018,智能交通-4
300020,2019,人工智能-8
300020,2019,深度学习-1
300020,2019,自动驾驶-1
300020,2019,大数据-20
300020,2019,数据挖掘-2
300020,2019,云计算-7
300020,2019,物联网-21
300020,2019,区块链-2
300020,2019,O2O-1
300020,2019,移动互联网-1
300020,2019,移动互联-1
300020,2019,智能交通-5
300021,2009,人工智能-1
300021,2012,电子商务-1
300021,2013,电子商务-2
300021,2014,大数据-1
300021,2014,电子商务-2
300021,2015,大数据-1
300021,2015,物联网-1
300021,2015,移动互联-1
300021,2015,电子商务-2
300021,2016,大数据-5
300021,2016,云计算-1
300021,2016,物联网-4
300021,2016,移动互联-1
300021,2016,智慧农业-2
300021,2017,大数据-1
300021,2017,物联网-2
300021,2017,移动互联-1
300021,2018,大数据-5
300021,2018,云计算-4
300021,2018,物联网-25
300021,2018,移动互联网-1
300021,2018,智慧农业-3
300021,2019,物联网-8
300021,2019,智慧农业-6
300022,2011,电子商务-2
300022,2013,移动互联网-1
300022,2013,电子商务-3
300022,2014,移动互联网-1
300022,2014,电子商务-2
300022,2015,电子商务-1
300022,2018,网联-1
300022,2018,智慧农业-6
300022,2019,智慧农业-4
300023,2015,信息物理系统-1
300024,2009,人工智能-3
300024,2009,智能机器人-2
300024,2009,自动驾驶-1
300024,2009,电子商务-1
300024,2010,人工智能-1
300024,2010,智能机器人-1
300024,2010,语音识别-1
300024,2010,物联网-2
300024,2010,智能电网-5
300024,2011,人脸识别-1
300024,2011,语音识别-3
300024,2011,云计算-1
300024,2011,物联网-9
300024,2012,人工智能-2
300024,2012,智能机器人-1
300024,2012,语音识别-2
300024,2012,数据挖掘-2
300024,2012,物联网-7
300024,2012,电子商务-3
300024,2012,智能交通-7
300024,2012,智能电网-1
300024,2013,智能机器人-1
300024,2013,语音识别-1
300024,2013,数据挖掘-2
300024,2013,物联网-11
300024,2013,电子商务-1
300024,2013,智能交通-2
300024,2014,智能机器人-1
300024,2014,语音识别-1
300024,2014,大数据-4
300024,2014,数据挖掘-2
300024,2014,云计算-2
300024,2014,物联网-14
300024,2014,信息物理系统-1
300024,2014,网联-1
300024,2014,移动支付-1
300024,2014,移动互联网-1
300024,2014,工业互联网-1
300024,2014,电子商务-3
300024,2015,智能机器人-1
300024,2015,语音识别-1
300024,2015,大数据-2
300024,2015,数据挖掘-2
300024,2015,增强现实-1
300024,2015,物联网-14
300024,2015,移动互联网-1
300024,2016,人工智能-19
300024,2016,智能机器人-1
300024,2016,深度学习-1
300024,2016,人脸识别-2
300024,2016,语音识别-3
300024,2016,大数据-1
300024,2016,云计算-1
300024,2016,物联网-1
300024,2016,信息物理系统-1
300024,2016,智能交通-1
300024,2017,人工智能-13
300024,2017,智能机器人-2
300024,2017,大数据-9
300024,2017,云计算-5
300024,2017,物联网-5
300024,2017,移动支付-2
300024,2017,工业互联网-11
300024,2017,电子商务-2
300024,2018,人工智能-11
300024,2018,智能机器人-3
300024,2018,深度学习-2
300024,2018,人脸识别-1
300024,2018,大数据-4
300024,2018,物联网-6
300024,2018,工业互联网-1
300024,2018,智能交通-6
300024,2018,智能家居-1
300024,2019,人工智能-8
300024,2019,智能机器人-6
300024,2019,深度学习-2
300024,2019,人脸识别-4
300024,2019,语音识别-3
300024,2019,自动驾驶-2
300024,2019,大数据-4
300024,2019,物联网-1
300024,2019,移动支付-1
300024,2019,工业互联网-2
300024,2019,智能交通-2
300025,2011,大数据-1
300025,2012,云计算-1
300025,2013,大数据-1
300025,2013,移动互联网-2
300025,2014,云计算-1
300025,2014,移动互联网-2
300025,2015,大数据-1
300025,2015,云计算-1
300025,2015,移动互联网-1
300025,2016,人工智能-1
300025,2016,机器学习-2
300025,2016,大数据-7
300025,2016,云计算-46
300025,2016,移动互联-1
300025,2017,机器学习-1
300025,2017,大数据-8
300025,2017,云计算-1
300025,2017,物联网-4
300025,2017,电子商务-1
300025,2018,机器学习-1
300025,2018,大数据-6
300025,2018,云计算-1
300025,2018,电子商务-1
300025,2019,大数据-5
300025,2019,物联网-3
300026,2014,大数据-3
300026,2015,数据挖掘-1
300026,2015,互联网医疗-1
300026,2016,移动互联网-1
300026,2016,互联网医疗-1
300026,2017,移动互联网-1
300026,2018,人工智能-2
300026,2018,大数据-3
300026,2018,移动互联网-1
300026,2019,人工智能-2
300026,2019,大数据-2
300026,2019,移动互联网-1
300026,2019,互联网医疗-2
300027,2014,电子商务-5
300027,2015,大数据-1
300027,2015,移动互联-1
300027,2016,深度学习-1
300028,2010,物联网-1
300028,2010,电子商务-1
300028,2010,智能家居-1
300028,2011,物联网-13
300028,2011,智能交通-1
300028,2011,智能医疗-1
300028,2011,智能家居-2
300028,2011,智能电网-1
300028,2012,语音识别-1
300028,2012,云计算-1
300028,2012,物联网-16
300028,2012,智能家居-2
300028,2013,物联网-9
300028,2013,移动互联网-1
300028,2013,电子商务-1
300028,2014,物联网-10
300028,2014,移动互联网-1
300028,2015,大数据-6
300028,2015,虚拟现实-1
300028,2015,物联网-2
300028,2015,智能家居-1
300028,2016,大数据-2
300028,2016,虚拟现实-2
300028,2016,物联网-1
300028,2016,电子商务-2
300028,2017,大数据-3
300028,2017,虚拟现实-1
300028,2017,物联网-1
300028,2018,大数据-3
300028,2018,虚拟现实-2
300028,2018,物联网-3
300028,2018,智能家居-1
300028,2019,大数据-3
300028,2019,虚拟现实-1
300028,2019,物联网-3
300028,2019,智能家居-1
300030,2016,O2O-3
300030,2017,O2O-2
300030,2018,大数据-2
300030,2018,云计算-2
300030,2018,物联网-1
300030,2018,O2O-1
300030,2018,移动互联网-1
300030,2018,智能医疗-1
300030,2019,人工智能-1
300030,2019,大数据-6
300030,2019,云计算-2
300030,2019,物联网-2
300030,2019,O2O-1
300030,2019,移动互联网-1
300030,2019,电子商务-1
300030,2019,智能医疗-1
300031,2014,物联网-1
300031,2015,物联网-1
300031,2015,移动互联网-1
300031,2016,大数据-2
300031,2016,虚拟现实-3
300031,2016,移动支付-1
300031,2016,移动互联网-6
300031,2017,人工智能-1
300031,2017,语音识别-1
300031,2017,自动驾驶-4
300031,2017,大数据-7
300031,2017,数据挖掘-1
300031,2017,区块链-1
300031,2017,移动互联网-8
300031,2017,智能家居-2
300031,2018,人工智能-1
300031,2018,大数据-5
300031,2018,虚拟现实-1
300031,2018,移动支付-1
300031,2018,移动互联网-17
300031,2018,移动互联-1
300031,2019,人工智能-7
300031,2019,智能机器人-1
300031,2019,机器学习-2
300031,2019,大数据-16
300031,2019,虚拟现实-2
300031,2019,云计算-7
300031,2019,物联网-9
300031,2019,移动互联网-21
300031,2019,工业互联网-28
300031,2019,移动互联-1
300032,2013,智能穿戴-1
300032,2014,物联网-2
300032,2014,智能穿戴-4
300032,2014,智能家居-3
300032,2015,虚拟现实-2
300032,2015,物联网-2
300032,2015,智能穿戴-3
300032,2015,智能家居-3
300032,2016,智能穿戴-4
300032,2016,智能医疗-1
300032,2016,智能家居-2
300032,2017,智能穿戴-7
300032,2017,智能交通-1
300032,2017,智能医疗-1
300032,2017,智能家居-1
300032,2018,智能穿戴-1
300032,2018,智能交通-1
300032,2018,智能医疗-1
300032,2018,智能家居-1
300032,2019,智能穿戴-1
300032,2019,智能家居-2
300033,2009,数据挖掘-1
300033,2009,分布式计算-1
300033,2009,互联网金融-27
300033,2010,数据挖掘-1
300033,2010,分布式计算-1
300033,2010,第三方支付-1
300033,2010,移动互联网-1
300033,2010,电子商务-3
300033,2010,互联网金融-26
300033,2011,数据挖掘-1
300033,2011,云计算-2
300033,2011,分布式计算-1
300033,2011,电子商务-3
300033,2011,互联网金融-15
300033,2012,大数据-1
300033,2012,数据挖掘-2
300033,2012,云计算-4
300033,2012,分布式计算-1
300033,2012,电子商务-3
300033,2012,互联网金融-19
300033,2013,人工智能-1
300033,2013,大数据-4
300033,2013,数据挖掘-1
300033,2013,云计算-5
300033,2013,分布式计算-1
300033,2013,移动互联-1
300033,2013,电子商务-4
300033,2013,互联网金融-27
300033,2014,人工智能-3
300033,2014,大数据-6
300033,2014,数据挖掘-1
300033,2014,文本挖掘-1
300033,2014,云计算-6
300033,2014,物联网-1
300033,2014,分布式计算-1
300033,2014,移动互联网-4
300033,2014,工业互联网-1
300033,2014,电子商务-5
300033,2014,互联网金融-29
300033,2015,人工智能-10
300033,2015,语音识别-1
300033,2015,大数据-5
300033,2015,数据挖掘-1
300033,2015,文本挖掘-1
300033,2015,云计算-6
300033,2015,物联网-1
300033,2015,分布式计算-1
300033,2015,第三方支付-1
300033,2015,移动互联网-2
300033,2015,电子商务-6
300033,2015,互联网金融-29
300033,2016,人工智能-14
300033,2016,机器学习-2
300033,2016,深度学习-1
300033,2016,语音识别-1
300033,2016,大数据-38
300033,2016,数据挖掘-1
300033,2016,文本挖掘-1
300033,2016,数据可视化-1
300033,2016,云计算-10
300033,2016,物联网-1
300033,2016,分布式计算-1
300033,2016,第三方支付-1
300033,2016,移动互联网-1
300033,2016,电子商务-2
300033,2016,智能客服-1
300033,2016,智能投顾-1
300033,2016,互联网金融-30
300033,2017,人工智能-22
300033,2017,机器学习-1
300033,2017,深度学习-2
300033,2017,语音识别-2
300033,2017,大数据-20
300033,2017,数据挖掘-1
300033,2017,文本挖掘-1
300033,2017,数据可视化-2
300033,2017,云计算-13
300033,2017,分布式计算-1
300033,2017,第三方支付-1
300033,2017,移动互联网-3
300033,2017,电子商务-1
300033,2017,智能客服-4
300033,2017,智能投顾-2
300033,2017,互联网金融-14
300033,2018,人工智能-17
300033,2018,机器学习-1
300033,2018,深度学习-1
300033,2018,语音识别-1
300033,2018,自然语言处理-3
300033,2018,大数据-13
300033,2018,数据挖掘-1
300033,2018,文本挖掘-1
300033,2018,数据可视化-1
300033,2018,云计算-10
300033,2018,分布式计算-1
300033,2018,第三方支付-1
300033,2018,移动互联网-1
300033,2018,电子商务-1
300033,2018,智能客服-2
300033,2018,智能投顾-2
300033,2018,互联网金融-18
300033,2019,人工智能-16
300033,2019,机器学习-3
300033,2019,深度学习-3
300033,2019,语音识别-4
300033,2019,自然语言处理-1
300033,2019,大数据-10
300033,2019,数据挖掘-1
300033,2019,文本挖掘-1
300033,2019,数据可视化-2
300033,2019,云计算-8
300033,2019,分布式计算-1
300033,2019,移动互联网-1
300033,2019,智能客服-3
300033,2019,智能投顾-3
300033,2019,互联网金融-17
300033,2019,金融科技-1
300035,2010,物联网-6
300035,2011,物联网-8
300035,2012,物联网-11
300035,2013,物联网-9
300035,2014,大数据-1
300035,2014,物联网-4
300035,2015,物联网-4
300035,2016,物联网-1
300035,2017,网联-1
300036,2009,云计算-5
300036,2009,物联网-2
300036,2010,云计算-10
300036,2010,物联网-10
300036,2010,电子商务-1
300036,2011,云计算-7
300036,2011,物联网-9
300036,2011,移动互联网-6
300036,2011,智能交通-1
300036,2012,商业智能-2
300036,2012,云计算-2
300036,2012,物联网-1
300036,2012,移动互联网-2
300036,2012,电子商务-1
300036,2013,大数据-8
300036,2013,数据挖掘-1
300036,2013,云计算-3
300036,2013,物联网-4
300036,2013,移动互联网-1
300036,2013,电子商务-1
300036,2014,商业智能-6
300036,2014,大数据-9
300036,2014,数据可视化-1
300036,2014,虚拟现实-1
300036,2014,云计算-2
300036,2014,物联网-1
300036,2015,大数据-4
300036,2015,云计算-2
300036,2015,移动互联网-1
300036,2016,大数据-32
300036,2016,云计算-3
300036,2016,移动互联网-1
300036,2017,人工智能-3
300036,2017,机器学习-1
300036,2017,大数据-33
300036,2017,数据挖掘-1
300036,2017,数据可视化-1
300036,2017,云计算-1
300036,2017,区块链-1
300036,2017,移动互联网-1
300036,2017,智慧农业-1
300036,2018,人工智能-1
300036,2018,大数据-33
300036,2018,云计算-4
300036,2018,物联网-13
300036,2018,移动互联网-1
300036,2018,移动互联-1
300036,2019,人工智能-35
300036,2019,商业智能-1
300036,2019,大数据-45
300036,2019,异构数据-1
300036,2019,增强现实-1
300036,2019,虚拟现实-2
300036,2019,云计算-3
300036,2019,物联网-1
300036,2019,区块链-14
300036,2019,移动互联网-2
300038,2018,人工智能-36
300038,2018,智能数据分析-1
300038,2018,机器学习-7
300038,2018,深度学习-1
300038,2018,自然语言处理-2
300038,2018,大数据-148
300038,2018,数据挖掘-2
300038,2018,数据可视化-1
300038,2018,征信-1
300038,2018,云计算-8
300038,2018,认知计算-1
300038,2018,物联网-78
300038,2018,区块链-1
300038,2018,智能穿戴-1
300038,2018,移动支付-1
300038,2018,移动互联网-9
300038,2018,工业互联网-3
300038,2018,智能家居-2
300038,2018,智能营销-5
300038,2018,数字营销-27
300038,2010,物联网-1
300038,2011,移动互联网-8
300038,2012,物联网-2
300038,2012,移动支付-1
300038,2012,移动互联网-11
300038,2013,大数据-9
300038,2013,云计算-2
300038,2013,物联网-10
300038,2013,移动支付-11
300038,2013,第三方支付-3
300038,2013,移动互联网-13
300038,2013,移动互联-16
300038,2013,电子商务-1
300038,2014,大数据-7
300038,2014,征信-4
300038,2014,物联网-13
300038,2014,O2O-1
300038,2014,移动支付-11
300038,2014,第三方支付-1
300038,2014,移动互联网-13
300038,2014,移动互联-9
300038,2014,互联网金融-1
300038,2015,大数据-7
300038,2015,征信-3
300038,2015,云计算-1
300038,2015,物联网-3
300038,2015,O2O-1
300038,2015,移动支付-6
300038,2015,第三方支付-1
300038,2015,移动互联网-17
300038,2015,移动互联-8
300038,2015,智能交通-1
300038,2015,互联网金融-5
300038,2016,人工智能-22
300038,2016,机器学习-3
300038,2016,大数据-30
300038,2016,数据挖掘-2
300038,2016,虚拟现实-1
300038,2016,云计算-4
300038,2016,物联网-8
300038,2016,O2O-1
300038,2016,移动支付-1
300038,2016,移动互联网-22
300038,2016,移动互联-4
300038,2016,互联网金融-1
300038,2017,人工智能-61
300038,2017,商业智能-1
300038,2017,智能数据分析-1
300038,2017,机器学习-4
300038,2017,深度学习-1
300038,2017,大数据-114
300038,2017,数据挖掘-2
300038,2017,数据可视化-1
300038,2017,征信-3
300038,2017,云计算-1
300038,2017,物联网-12
300038,2017,移动支付-4
300038,2017,移动互联网-9
300038,2017,电子商务-1
300038,2017,智能营销-15
300038,2017,数字营销-50
300038,2017,金融科技-1
300039,2014,大数据-1
300039,2015,大数据-1
300039,2019,大数据-1
300040,2010,智能电网-1
300040,2012,智能电网-4
300040,2013,智能电网-7
300040,2014,智能电网-5
300040,2015,物联网-1
300040,2015,智能电网-13
300040,2015,互联网金融-1
300040,2016,智能电网-5
300040,2017,智能电网-2
300040,2018,智能电网-2
300040,2019,智能电网-3
300041,2015,O2O-2
300041,2016,O2O-1
300041,2016,网联-1
300041,2017,网联-1
300041,2018,网联-1
300041,2019,网联-2
300042,2009,语音识别-2
300042,2009,电子商务-5
300042,2009,B2C-1
300042,2010,语音识别-2
300042,2010,电子商务-4
300042,2011,语音识别-2
300042,2011,电子商务-3
300042,2012,语音识别-1
300042,2012,内存计算-1
300042,2012,电子商务-3
300042,2013,云计算-3
300042,2013,移动互联-2
300042,2013,电子商务-3
300042,2014,云计算-3
300042,2014,移动互联网-1
300042,2014,移动互联-7
300042,2014,电子商务-3
300042,2015,云计算-4
300042,2015,移动互联-10
300042,2015,电子商务-3
300042,2016,生物识别技术-2
300042,2016,人脸识别-6
300042,2016,云计算-2
300042,2016,移动互联-9
300042,2016,电子商务-2
300042,2017,人工智能-1
300042,2017,云计算-5
300042,2017,移动互联-8
300042,2017,电子商务-4
300042,2018,人工智能-1
300042,2018,云计算-3
300042,2018,物联网-1
300042,2018,移动互联-8
300042,2018,电子商务-4
300042,2019,人工智能-1
300042,2019,云计算-5
300042,2019,物联网-1
300042,2019,移动互联-6
300042,2019,电子商务-3
300043,2009,电子商务-1
300043,2011,电子商务-1
300043,2012,电子商务-2
300043,2013,移动互联网-4
300043,2013,电子商务-2
300043,2014,移动互联网-1
300043,2014,电子商务-1
300043,2015,人工智能-1
300043,2015,智能机器人-1
300043,2015,大数据-1
300043,2015,增强现实-1
300043,2015,虚拟现实-1
300043,2015,移动互联网-5
300043,2015,移动互联-1
300043,2016,移动互联网-3
300043,2016,移动互联-1
300043,2017,大数据-1
300043,2017,移动互联-1
300043,2018,人工智能-3
300043,2018,智能机器人-1
300043,2018,大数据-2
300043,2018,云计算-2
300043,2018,移动互联网-1
300043,2018,移动互联-1
300043,2019,人工智能-5
300043,2019,大数据-3
300043,2019,增强现实-1
300043,2019,云计算-3
300043,2019,移动互联网-1
300043,2019,移动互联-1
300044,2010,人脸识别-2
300044,2010,物联网-2
300044,2010,移动互联网-1
300044,2010,智能交通-1
300044,2011,人脸识别-1
300044,2011,云计算-1
300044,2011,物联网-2
300044,2012,人脸识别-6
300044,2012,云计算-3
300044,2012,物联网-6
300044,2012,移动互联网-1
300044,2012,智能交通-2
300044,2012,智能环保-1
300044,2012,智能电网-1
300044,2013,人脸识别-6
300044,2013,物联网-4
300044,2013,移动互联网-1
300044,2013,智慧农业-2
300044,2013,智能交通-2
300044,2014,人脸识别-2
300044,2014,大数据-1
300044,2014,物联网-1
300044,2014,智慧农业-1
300044,2014,智能医疗-1
300044,2014,智能电网-3
300044,2014,互联网金融-1
300044,2015,人脸识别-3
300044,2015,大数据-13
300044,2015,云计算-2
300044,2015,物联网-1
300044,2015,移动互联网-1
300044,2015,智慧农业-2
300044,2015,互联网金融-1
300044,2016,人脸识别-5
300044,2016,大数据-33
300044,2016,云计算-1
300044,2016,物联网-5
300044,2016,移动互联网-1
300044,2017,人工智能-33
300044,2017,人脸识别-7
300044,2017,自动驾驶-1
300044,2017,大数据-69
300044,2017,数据挖掘-1
300044,2017,云计算-10
300044,2017,物联网-5
300044,2017,移动互联网-1
300044,2017,智能家居-1
300044,2018,人工智能-69
300044,2018,智能机器人-2
300044,2018,机器学习-1
300044,2018,深度学习-3
300044,2018,人脸识别-10
300044,2018,自动驾驶-3
300044,2018,大数据-103
300044,2018,数据挖掘-7
300044,2018,数据可视化-3
300044,2018,云计算-15
300044,2018,内存计算-1
300044,2018,物联网-6
300044,2018,区块链-2
300044,2018,移动互联网-2
300044,2018,智能交通-3
300044,2018,金融科技-1
300044,2019,人工智能-67
300044,2019,智能机器人-1
300044,2019,机器学习-1
300044,2019,深度学习-5
300044,2019,人脸识别-13
300044,2019,自动驾驶-2
300044,2019,大数据-57
300044,2019,数据挖掘-3
300044,2019,云计算-6
300044,2019,物联网-8
