公司代码,年份,词频
300253,2019,B2B-1
300254,2011,EB-1
300254,2015,移动互联网-1
300254,2015,电子商务-12
300254,2016,电子商务-3
300254,2017,人工智能-1
300254,2017,移动互联网-1
300254,2017,电子商务-1
300254,2018,电子商务-1
300254,2019,电子商务-1
300255,2015,数据挖掘-2
300256,2011,电子商务-1
300256,2013,移动互联-1
300256,2014,物联网-2
300256,2014,智能穿戴-2
300256,2014,移动互联-2
300256,2015,大数据-2
300256,2015,虚拟现实-4
300256,2015,云计算-1
300256,2015,物联网-1
300256,2015,移动互联-1
300256,2015,智能家居-2
300256,2016,大数据-2
300256,2016,智能穿戴-2
300256,2017,大数据-1
300256,2017,虚拟现实-2
300256,2017,云计算-1
300256,2017,智能穿戴-5
300256,2018,生物识别技术-1
300256,2018,人脸识别-1
300256,2018,大数据-1
300256,2018,虚拟现实-2
300256,2018,网联-1
300256,2018,智能穿戴-4
300256,2018,移动互联-1
300256,2018,智能家居-1
300257,2015,物联网-2
300258,2016,物联网-1
300258,2017,网联-1
300258,2018,网联-2
300258,2019,大数据-1
300258,2019,网联-1
300259,2011,物联网-12
300259,2012,物联网-18
300259,2013,物联网-23
300259,2013,智能家居-1
300259,2013,智能电网-1
300259,2014,大数据-3
300259,2014,云计算-1
300259,2014,物联网-18
300259,2014,智慧农业-6
300259,2015,大数据-9
300259,2015,数据挖掘-2
300259,2015,云计算-6
300259,2015,物联网-23
300259,2015,移动支付-1
300259,2015,移动互联网-3
300259,2015,移动互联-4
300259,2015,智慧农业-12
300259,2016,大数据-15
300259,2016,数据挖掘-3
300259,2016,数据可视化-1
300259,2016,云计算-13
300259,2016,物联网-65
300259,2016,移动互联网-5
300259,2016,智慧农业-15
300259,2016,智能电网-1
300259,2017,大数据-9
300259,2017,数据挖掘-2
300259,2017,数据可视化-1
300259,2017,云计算-6
300259,2017,物联网-38
300259,2017,移动互联网-3
300259,2017,移动互联-2
300259,2017,智慧农业-14
300259,2018,人工智能-2
300259,2018,商业智能-4
300259,2018,大数据-6
300259,2018,数据挖掘-3
300259,2018,虚拟现实-1
300259,2018,云计算-8
300259,2018,物联网-78
300259,2018,区块链-1
300259,2018,移动互联网-4
300259,2018,移动互联-6
300259,2018,智慧农业-12
300259,2019,人工智能-4
300259,2019,商业智能-9
300259,2019,大数据-6
300259,2019,数据挖掘-2
300259,2019,虚拟现实-5
300259,2019,云计算-4
300259,2019,物联网-81
300259,2019,区块链-1
300259,2019,移动互联网-3
300259,2019,工业互联网-2
300259,2019,移动互联-4
300259,2019,智慧农业-19
300260,2015,物联网-1
300260,2015,智能家居-1
300260,2016,大数据-1
300260,2017,人工智能-3
300260,2017,物联网-2
300260,2018,人工智能-1
300260,2019,互联网医疗-1
300261,2014,电子商务-2
300262,2011,智能电网-1
300263,2015,大数据-1
300263,2015,物联网-1
300263,2015,移动互联网-1
300263,2016,大数据-1
300263,2016,物联网-1
300263,2016,移动互联网-1
300263,2016,工业互联网-1
300263,2017,大数据-1
300263,2017,物联网-1
300263,2017,移动互联网-1
300264,2011,数据挖掘-1
300264,2013,大数据-1
300264,2013,云计算-2
300264,2013,物联网-3
300264,2013,电子商务-1
300264,2014,大数据-1
300264,2014,智能家居-1
300264,2015,人工智能-1
300264,2015,大数据-7
300264,2015,虚拟现实-13
300264,2015,云计算-4
300264,2015,物联网-1
300264,2015,移动互联网-4
300264,2015,工业互联网-1
300264,2015,移动互联-1
300264,2015,电子商务-2
300264,2016,大数据-11
300264,2016,虚拟现实-8
300264,2016,云计算-1
300264,2016,移动互联网-1
300264,2017,深度学习-1
300264,2017,大数据-10
300264,2017,虚拟现实-15
300264,2017,移动互联网-1
300264,2018,大数据-7
300264,2018,虚拟现实-10
300264,2018,云计算-1
300264,2018,物联网-1
300264,2018,移动互联网-4
300264,2019,人工智能-6
300264,2019,大数据-22
300264,2019,虚拟现实-4
300264,2019,云计算-4
300264,2019,移动互联网-1
300265,2011,智能电网-2
300265,2012,云计算-2
300265,2012,物联网-1
300265,2012,移动互联网-1
300265,2012,智能电网-7
300265,2013,智能电网-3
300265,2014,智能电网-3
300265,2017,物联网-1
300265,2017,移动互联网-1
300265,2017,智能电网-2
300265,2018,物联网-3
300265,2018,移动互联网-1
300265,2018,智能电网-7
300265,2019,物联网-1
300265,2019,智能电网-5
300266,2015,大数据-1
300266,2015,云计算-1
300266,2016,物联网-1
300266,2017,大数据-1
300266,2017,物联网-14
300266,2018,物联网-9
300266,2019,大数据-4
300266,2019,物联网-6
300266,2019,移动互联-1
300266,2019,智能环保-2
300267,2014,电子商务-1
300268,2017,电子商务-2
300268,2017,B2B-1
300268,2017,B2C-1
300269,2011,智能交通-1
300269,2013,大数据-2
300269,2014,数字营销-1
300269,2015,O2O-2
300269,2015,移动互联网-5
300269,2015,移动互联-1
300269,2015,智能家居-1
300269,2015,数字营销-5
300269,2015,互联网金融-1
300269,2016,大数据-10
300269,2016,数据挖掘-1
300269,2016,O2O-2
300269,2016,移动互联网-4
300269,2016,移动互联-1
300269,2016,数字营销-26
300269,2017,人工智能-1
300269,2017,人脸识别-1
300269,2017,大数据-9
300269,2017,数据挖掘-2
300269,2017,移动互联网-7
300269,2017,智能营销-1
300269,2017,数字营销-18
300269,2018,大数据-4
300269,2018,物联网-1
300269,2018,移动互联网-6
300269,2018,移动互联-1
300269,2018,数字营销-25
300269,2019,人脸识别-1
300269,2019,语音识别-1
300269,2019,大数据-2
300269,2019,移动互联网-2
300269,2019,数字营销-15
300270,2011,智能交通-7
300270,2012,物联网-2
300270,2012,智能交通-13
300270,2013,智能交通-15
300270,2014,语音识别-1
300270,2014,物联网-12
300270,2014,移动互联网-7
300270,2014,移动互联-1
300270,2014,智能交通-8
300270,2015,人脸识别-1
300270,2015,大数据-2
300270,2015,云计算-1
300270,2015,移动互联网-6
300270,2015,智能交通-10
300270,2016,人工智能-2
300270,2016,深度学习-2
300270,2016,人脸识别-5
300270,2016,大数据-21
300270,2016,云计算-9
300270,2016,物联网-3
300270,2016,移动互联网-5
300270,2016,智能交通-7
300270,2017,人工智能-4
300270,2017,深度学习-4
300270,2017,人脸识别-6
300270,2017,自动驾驶-1
300270,2017,大数据-27
300270,2017,数据挖掘-1
300270,2017,云计算-7
300270,2017,物联网-11
300270,2017,移动互联网-4
300270,2017,智能交通-8
300270,2018,人工智能-21
300270,2018,深度学习-5
300270,2018,人脸识别-6
300270,2018,大数据-13
300270,2018,数据挖掘-1
300270,2018,增强现实-1
300270,2018,云计算-3
300270,2018,物联网-14
300270,2018,移动互联网-2
300270,2018,智能交通-5
300270,2019,人工智能-25
300270,2019,机器学习-2
300270,2019,深度学习-4
300270,2019,人脸识别-15
300270,2019,自然语言处理-1
300270,2019,大数据-26
300270,2019,数据挖掘-2
300270,2019,云计算-9
300270,2019,物联网-9
300270,2019,区块链-1
300270,2019,移动互联网-2
300270,2019,工业互联网-2
300270,2019,智能交通-12
300271,2011,商业智能-6
300271,2011,自然语言处理-2
300271,2011,云计算-1
300271,2011,移动互联网-1
300271,2012,商业智能-4
300271,2012,大数据-5
300271,2012,云计算-5
300271,2012,物联网-2
300271,2012,移动互联网-5
300271,2013,商业智能-8
300271,2013,自然语言处理-2
300271,2013,大数据-11
300271,2013,数据挖掘-2
300271,2013,文本挖掘-1
300271,2013,征信-1
300271,2013,云计算-7
300271,2013,物联网-2
300271,2013,移动互联网-8
300271,2013,移动互联-1
300271,2014,人工智能-1
300271,2014,商业智能-8
300271,2014,大数据-7
300271,2014,数据挖掘-1
300271,2014,文本挖掘-1
300271,2014,云计算-2
300271,2014,物联网-1
300271,2014,移动互联网-5
300271,2014,移动互联-1
300271,2015,商业智能-12
300271,2015,机器学习-1
300271,2015,大数据-26
300271,2015,数据挖掘-3
300271,2015,云计算-4
300271,2015,物联网-1
300271,2015,移动互联网-2
300271,2015,电子商务-1
300271,2016,人工智能-4
300271,2016,商业智能-9
300271,2016,机器学习-1
300271,2016,自然语言处理-2
300271,2016,大数据-34
300271,2016,文本挖掘-1
300271,2016,数据可视化-1
300271,2016,征信-1
300271,2016,云计算-5
300271,2016,内存计算-1
300271,2016,物联网-1
300271,2016,O2O-2
300271,2016,移动互联网-2
300271,2016,移动互联-2
300271,2017,人工智能-26
300271,2017,商业智能-5
300271,2017,大数据-39
300271,2017,数据挖掘-1
300271,2017,云计算-6
300271,2017,物联网-3
300271,2017,区块链-1
300271,2017,O2O-2
300271,2017,工业互联网-1
300271,2017,移动互联-3
300271,2018,人工智能-10
300271,2018,商业智能-6
300271,2018,机器学习-1
300271,2018,大数据-21
300271,2018,云计算-5
300271,2018,物联网-2
300271,2018,区块链-1
300271,2018,移动互联网-1
300271,2018,工业互联网-1
300271,2018,移动互联-2
300271,2019,人工智能-8
300271,2019,商业智能-4
300271,2019,语音识别-1
300271,2019,大数据-18
300271,2019,云计算-3
300271,2019,物联网-2
300271,2019,区块链-7
300271,2019,工业互联网-1
300271,2019,智能客服-2
300272,2018,大数据-2
300272,2019,人工智能-2
300272,2019,大数据-2
300272,2019,网联-1
300272,2016,物联网-1
300272,2017,商业智能-1
300272,2017,大数据-1
300272,2017,工业互联网-1
300273,2019,人工智能-4
300273,2019,大数据-2
300273,2014,大数据-1
300273,2015,移动互联-2
300273,2016,人工智能-2
300273,2016,大数据-2
300273,2016,移动互联-1
300273,2016,互联网医疗-1
300273,2017,人工智能-20
300273,2017,深度学习-1
300273,2017,大数据-4
300273,2017,移动互联-1
300273,2018,人工智能-6
300273,2018,机器学习-2
300273,2018,深度学习-1
300273,2018,大数据-6
300273,2018,云计算-1
300274,2015,大数据-1
300274,2015,云计算-1
300274,2016,云计算-1
300274,2017,人工智能-2
300274,2017,大数据-4
300274,2017,数据挖掘-1
300274,2017,云计算-1
300274,2017,物联网-2
300274,2018,人工智能-2
300274,2018,大数据-3
300274,2018,云计算-2
300274,2018,物联网-2
300274,2018,智能电网-2
300274,2019,人工智能-2
300274,2019,大数据-2
300274,2019,云计算-1
300274,2019,物联网-2
300274,2019,智能电网-2
300275,2012,虚拟现实-1
300275,2014,生物识别技术-1
300275,2014,人脸识别-1
300275,2014,大数据-1
300275,2014,物联网-1
300275,2015,云计算-1
300275,2015,物联网-22
300275,2016,生物识别技术-1
300275,2016,大数据-12
300275,2016,数据可视化-1
300275,2016,虚拟现实-1
300275,2016,云计算-2
300275,2016,物联网-40
300275,2017,人工智能-1
300275,2017,大数据-27
300275,2017,数据可视化-1
300275,2017,云计算-10
300275,2017,物联网-60
300275,2017,移动互联网-1
300275,2017,移动互联-2
300275,2018,人工智能-1
300275,2018,大数据-24
300275,2018,数据可视化-1
300275,2018,云计算-7
300275,2018,物联网-60
300275,2018,移动互联网-1
300275,2018,移动互联-1
300275,2019,人工智能-2
300275,2019,大数据-14
300275,2019,数据可视化-1
300275,2019,云计算-3
300275,2019,物联网-38
300275,2019,移动互联网-1
300275,2019,工业互联网-1
300276,2011,人工智能-1
300276,2015,工业互联网-1
300276,2016,征信-1
300276,2019,人工智能-1
300276,2019,工业互联网-1
300277,2011,商业智能-2
300277,2011,数据挖掘-1
300277,2011,智能电网-16
300277,2012,商业智能-2
300277,2012,数据挖掘-1
300277,2012,云计算-4
300277,2012,物联网-3
300277,2012,智能交通-3
300277,2012,智能电网-15
300277,2013,商业智能-3
300277,2013,大数据-2
300277,2013,数据挖掘-1
300277,2013,云计算-1
300277,2013,物联网-2
300277,2013,智能电网-13
300277,2014,商业智能-3
300277,2014,大数据-1
300277,2014,智能电网-17
300277,2015,移动互联网-1
300277,2015,移动互联-1
300277,2015,智能电网-4
300277,2016,电子商务-1
300277,2016,智能电网-5
300277,2017,智能机器人-1
300277,2017,智能电网-2
300277,2018,云计算-1
300277,2019,人工智能-1
300277,2019,大数据-1
300277,2019,云计算-1
300277,2019,物联网-3
300277,2019,智能电网-1
300278,2011,智能机器人-1
300278,2012,智能机器人-1
300278,2013,智能机器人-1
300278,2014,智能机器人-1
300278,2016,工业互联网-1
300278,2017,大数据-3
300278,2017,网联-2
300278,2018,大数据-1
300278,2019,大数据-6
300278,2019,物联网-2
300278,2019,网联-6
300279,2011,物联网-5
300279,2011,智能家居-4
300279,2013,智能数据分析-1
300279,2013,物联网-7
300279,2013,智能家居-5
300279,2014,大数据-2
300279,2014,云计算-1
300279,2014,物联网-33
300279,2014,移动互联网-9
300279,2014,移动互联-2
300279,2014,B2B-1
300279,2014,智能医疗-1
300279,2014,智能家居-15
300279,2015,大数据-12
300279,2015,数据挖掘-1
300279,2015,云计算-3
300279,2015,物联网-9
300279,2015,移动互联网-6
300279,2015,电子商务-2
300279,2015,智能医疗-2
300279,2015,智能家居-5
300279,2015,互联网金融-1
300279,2016,大数据-13
300279,2016,数据挖掘-1
300279,2016,云计算-2
300279,2016,物联网-12
300279,2016,移动互联网-7
300279,2016,电子商务-1
300279,2016,智能家居-7
300279,2017,人工智能-2
300279,2017,智能机器人-1
300279,2017,大数据-10
300279,2017,云计算-5
300279,2017,物联网-15
300279,2017,移动支付-1
300279,2017,移动互联网-5
300279,2017,智能家居-3
300279,2017,金融科技-3
300279,2018,人工智能-3
300279,2018,智能机器人-1
300279,2018,大数据-9
300279,2018,数据可视化-2
300279,2018,云计算-5
300279,2018,物联网-53
300279,2018,移动互联网-7
300279,2018,智能家居-7
300279,2018,金融科技-3
300279,2019,人工智能-4
300279,2019,人脸识别-1
300279,2019,大数据-13
300279,2019,数据可视化-1
300279,2019,云计算-4
300279,2019,物联网-40
300279,2019,移动互联网-4
300279,2019,工业互联网-3
300280,2017,大数据-3
300280,2017,数据挖掘-1
300280,2017,移动互联网-11
300280,2017,移动互联-1
300280,2017,数字营销-1
300280,2018,人工智能-1
300280,2018,大数据-1
300280,2018,移动互联网-5
300280,2018,移动互联-1
300280,2019,移动互联网-3
300280,2019,数字营销-1
300281,2015,大数据-17
300281,2015,数据挖掘-1
300281,2015,云计算-5
300281,2015,物联网-5
300281,2015,信息物理系统-1
300281,2015,工业互联网-2
300281,2015,移动互联-2
300281,2015,电子商务-2
300281,2016,人工智能-1
300281,2016,智能机器人-1
300281,2016,大数据-19
300281,2016,数据挖掘-1
300281,2016,云计算-6
300281,2016,物联网-8
300281,2016,信息物理系统-1
300281,2016,工业互联网-1
300281,2016,移动互联-2
300281,2017,大数据-20
300281,2017,云计算-1
300281,2017,物联网-3
300281,2017,工业互联网-2
300281,2018,大数据-14
300281,2018,物联网-2
300281,2018,工业互联网-4
300281,2019,人工智能-1
300281,2019,大数据-14
300281,2019,物联网-2
300281,2019,工业互联网-4
300282,2018,人工智能-3
300282,2018,大数据-6
300282,2018,数据挖掘-1
300282,2018,数据可视化-1
300282,2018,云计算-10
300282,2018,物联网-1
300282,2019,人工智能-1
300282,2019,大数据-6
300282,2019,云计算-5
300282,2015,数据挖掘-1
300282,2016,大数据-2
300282,2017,大数据-1
300282,2017,云计算-10
300283,2011,物联网-1
300283,2012,物联网-1
300283,2012,智能电网-1
300283,2013,异构数据-1
300283,2013,物联网-4
300283,2013,智能电网-5
300283,2014,异构数据-1
300283,2014,物联网-4
300283,2014,智能电网-3
300283,2015,智能电网-1
300283,2016,智能电网-4
300283,2017,云计算-1
300283,2017,物联网-1
300283,2017,智能家居-1
300283,2017,智能电网-8
300283,2018,云计算-1
300283,2018,物联网-1
300283,2018,智能家居-1
300283,2018,智能电网-7
300283,2019,人工智能-1
300283,2019,大数据-1
300283,2019,网联-1
300283,2019,智能家居-2
300283,2019,智能电网-7
300284,2013,智能交通-1
300284,2014,智能交通-1
300284,2015,大数据-3
300284,2015,云计算-1
300284,2015,智能交通-2
300284,2016,大数据-1
300284,2016,智能交通-2
300284,2017,人工智能-3
300284,2017,深度学习-1
300284,2017,大数据-3
300284,2018,大数据-4
300284,2018,智能交通-3
300284,2019,人工智能-1
300284,2019,自动驾驶-1
300284,2019,大数据-4
300284,2019,物联网-1
300284,2019,工业互联网-1
300284,2019,智能交通-7
300285,2016,智能穿戴-1
300285,2017,智能穿戴-3
300285,2018,人工智能-1
300285,2018,智能穿戴-2
300285,2018,智能家居-1
300285,2019,O2O-3
300285,2019,智能穿戴-1
300286,2011,物联网-1
300286,2011,智能电网-3
300286,2012,物联网-2
300286,2012,智能电网-3
300286,2013,物联网-1
300286,2013,智能电网-2
300286,2014,智能电网-2
300286,2015,智能电网-2
300286,2017,电子商务-9
300286,2017,智能电网-2
300286,2018,大数据-1
300286,2018,物联网-1
300286,2018,电子商务-2
300286,2018,智能电网-2
300286,2019,大数据-1
300286,2019,物联网-1
300286,2019,电子商务-2
300286,2019,智能电网-2
300287,2011,人工智能-2
300287,2011,异构数据-1
300287,2012,云计算-1
300287,2012,物联网-2
300287,2012,智能交通-2
300287,2013,大数据-4
300287,2013,物联网-2
300287,2013,智能交通-3
300287,2013,智能家居-4
300287,2014,大数据-10
300287,2014,云计算-1
300287,2014,物联网-12
300287,2014,移动互联网-1
300287,2014,智慧农业-2
300287,2014,智能家居-1
300287,2015,机器学习-2
300287,2015,人脸识别-1
300287,2015,大数据-80
300287,2015,征信-12
300287,2015,云计算-6
300287,2015,物联网-9
300287,2015,第三方支付-1
300287,2015,移动互联-1
300287,2015,电子商务-2
300287,2015,B2B-1
300287,2015,智慧农业-2
300287,2015,智能交通-4
300287,2015,互联网金融-1
300287,2016,人工智能-1
300287,2016,机器学习-1
300287,2016,语音识别-1
300287,2016,大数据-73
300287,2016,数据挖掘-2
300287,2016,数据可视化-1
300287,2016,云计算-4
300287,2016,物联网-10
300287,2016,分布式计算-1
300287,2016,智慧农业-2
300287,2016,智能交通-1
300287,2017,人工智能-35
300287,2017,机器学习-1
300287,2017,人脸识别-3
300287,2017,语音识别-5
300287,2017,大数据-172
300287,2017,数据可视化-1
300287,2017,异构数据-1
300287,2017,征信-1
300287,2017,虚拟现实-1
300287,2017,云计算-2
300287,2017,物联网-20
300287,2017,区块链-5
300287,2017,分布式计算-1
300287,2017,工业互联网-3
300287,2017,电子商务-1
300287,2017,智慧农业-2
300287,2017,智能医疗-1
300287,2018,人工智能-15
300287,2018,深度学习-1
300287,2018,大数据-70
300287,2018,数据可视化-3
300287,2018,虚拟现实-1
300287,2018,云计算-4
300287,2018,物联网-48
300287,2018,工业互联网-4
300287,2018,移动互联-2
300287,2018,智慧农业-1
300287,2018,智能营销-1
300287,2019,人工智能-8
300287,2019,大数据-42
300287,2019,数据可视化-3
300287,2019,云计算-3
300287,2019,物联网-53
300287,2019,区块链-3
300287,2019,移动互联-1
300288,2011,移动互联网-11
300288,2012,移动互联网-26
300288,2012,移动互联-3
300288,2013,云计算-1
300288,2013,移动互联网-22
300288,2013,移动互联-2
300288,2014,大数据-6
300288,2014,O2O-2
300288,2014,移动互联网-20
300288,2014,移动互联-2
300288,2014,互联网医疗-22
300288,2015,大数据-3
300288,2015,云计算-2
300288,2015,O2O-1
300288,2015,移动互联网-7
300288,2015,移动互联-1
300288,2015,互联网医疗-30
300288,2016,大数据-2
300288,2016,云计算-1
300288,2016,移动互联网-4
300288,2016,移动互联-1
300288,2016,互联网医疗-49
300288,2017,大数据-4
300288,2017,云计算-1
300288,2017,智能穿戴-2
300288,2017,移动互联网-3
300288,2017,互联网医疗-57
300288,2018,人工智能-1
300288,2018,深度学习-1
300288,2018,大数据-13
300288,2018,智能穿戴-1
300288,2018,移动互联网-2
300288,2018,互联网医疗-45
300288,2019,人工智能-3
300288,2019,深度学习-1
300288,2019,大数据-13
300288,2019,云计算-1
300288,2019,O2O-1
300288,2019,智能穿戴-4
300288,2019,移动互联网-1
300288,2019,移动互联-1
300288,2019,互联网医疗-46
300289,2014,电子商务-1
300290,2011,商业智能-1
300290,2011,数据挖掘-1
300290,2011,云计算-1
300290,2011,物联网-1
300290,2011,智能环保-1
300290,2012,数据挖掘-2
300290,2012,云计算-7
300290,2012,物联网-3
300290,2012,移动互联网-2
300290,2013,人脸识别-1
300290,2013,大数据-3
300290,2013,云计算-5
300290,2013,物联网-2
300290,2013,移动互联-2
300290,2014,人脸识别-1
300290,2014,大数据-20
300290,2014,数据挖掘-2
300290,2014,云计算-7
300290,2014,物联网-5
300290,2014,O2O-2
300290,2014,移动互联网-3
300290,2015,人工智能-7
300290,2015,机器学习-3
300290,2015,人脸识别-2
300290,2015,大数据-42
300290,2015,云计算-5
300290,2015,物联网-8
300290,2015,O2O-7
300290,2015,移动互联网-3
300290,2015,互联网医疗-2
300290,2016,人工智能-6
300290,2016,机器学习-3
300290,2016,人脸识别-1
300290,2016,大数据-49
300290,2016,数据挖掘-1
300290,2016,云计算-8
300290,2016,物联网-8
300290,2016,O2O-9
300290,2016,移动互联网-4
300290,2016,移动互联-1
300290,2016,B2B-1
300290,2017,人工智能-7
300290,2017,机器学习-3
300290,2017,大数据-45
300290,2017,云计算-10
300290,2017,物联网-7
300290,2017,O2O-6
300290,2017,移动互联网-3
300290,2017,移动互联-3
300290,2017,互联网医疗-1
300290,2017,B2B-1
300290,2018,人工智能-9
300290,2018,机器学习-3
300290,2018,人脸识别-2
300290,2018,大数据-37
300290,2018,云计算-7
300290,2018,物联网-6
300290,2018,O2O-3
300290,2018,移动互联网-1
300290,2018,移动互联-3
300290,2018,互联网医疗-1
300290,2019,人工智能-3
300290,2019,机器学习-1
300290,2019,人脸识别-1
300290,2019,大数据-37
300290,2019,云计算-13
300290,2019,物联网-17
300290,2019,区块链-2
300290,2019,O2O-1
300290,2019,移动支付-1
300290,2019,移动互联网-1
300290,2019,移动互联-2
300290,2019,互联网医疗-2
300291,2014,O2O-7
300291,2014,移动互联网-1
300291,2014,移动互联-3
300291,2014,电子商务-1
300291,2015,O2O-5
300291,2015,移动互联网-1
300291,2017,移动互联网-1
300291,2018,移动互联网-6
300291,2019,移动互联网-1
300292,2012,云计算-4
300292,2012,物联网-5
300292,2012,移动支付-1
300292,2012,移动互联网-3
300292,2012,电子商务-1
300292,2014,大数据-1
300292,2014,物联网-3
300292,2014,O2O-1
300292,2014,移动互联网-6
300292,2014,智能家居-1
300292,2014,数字营销-4
300292,2015,大数据-2
300292,2015,物联网-12
300292,2015,O2O-1
300292,2015,移动互联网-7
300292,2015,工业互联网-1
300292,2015,数字营销-11
300292,2016,大数据-4
300292,2016,数据挖掘-1
300292,2016,数据可视化-1
300292,2016,云计算-1
300292,2016,物联网-28
300292,2016,O2O-2
300292,2016,移动互联网-12
300292,2016,智能家居-1
300292,2016,数字营销-16
300292,2017,大数据-5
300292,2017,数据挖掘-1
300292,2017,物联网-21
300292,2017,O2O-2
300292,2017,移动支付-1
300292,2017,移动互联网-5
300292,2017,智能家居-2
300292,2017,智能电网-1
300292,2017,数字营销-18
300292,2018,大数据-4
300292,2018,数据挖掘-3
300292,2018,征信-1
300292,2018,云计算-1
300292,2018,物联网-28
300292,2018,智能穿戴-1
300292,2018,移动支付-2
300292,2018,移动互联网-8
300292,2018,B2B-1
300292,2018,智能交通-1
300292,2018,智能电网-1
300292,2018,数字营销-16
300292,2018,互联网金融-1
300292,2019,大数据-3
300292,2019,数据挖掘-2
300292,2019,云计算-1
300292,2019,物联网-24
300292,2019,智能穿戴-1
300292,2019,移动支付-3
300292,2019,移动互联网-6
300292,2019,电子商务-1
300292,2019,B2B-1
300292,2019,智能交通-1
300292,2019,智能家居-1
300292,2019,智能电网-2
300292,2019,数字营销-15
300292,2019,互联网金融-2
300293,2014,智能机器人-1
300293,2014,大数据-1
300293,2014,云计算-1
300293,2014,物联网-1
300293,2015,智能机器人-1
300293,2015,大数据-1
300293,2015,云计算-1
300293,2015,物联网-1
300293,2016,智能电网-1
300293,2017,智能电网-1
300293,2018,人工智能-1
300293,2018,智能电网-1
300293,2019,人工智能-1
300293,2019,智能电网-1
300294,2015,大数据-4
300294,2015,B2C-1
300295,2012,移动互联-3
300295,2012,电子商务-4
300295,2013,移动互联网-2
300295,2013,移动互联-10
300295,2014,大数据-1
300295,2014,O2O-18
300295,2014,移动互联-3
300295,2014,电子商务-1
300295,2014,互联网金融-6
300295,2015,大数据-4
300295,2015,O2O-1
300295,2015,智能家居-2
300295,2015,互联网金融-6
300295,2016,大数据-2
300295,2016,数据挖掘-1
300295,2016,O2O-2
300295,2016,移动互联网-1
300295,2016,B2B-1
300295,2016,B2C-1
300295,2016,互联网金融-2
300295,2017,互联网金融-11
300295,2018,大数据-1
300295,2018,物联网-1
300295,2018,互联网金融-3
300295,2019,深度学习-2
300295,2019,互联网金融-4
300296,2013,智能家居-1
300296,2014,智能家居-2
300296,2015,增强现实-1
300296,2015,虚拟现实-2
300296,2015,云计算-2
300296,2016,大数据-1
300296,2016,增强现实-1
300296,2016,混合现实-1
300296,2016,虚拟现实-3
300296,2017,数据可视化-1
300296,2017,增强现实-1
300296,2017,虚拟现实-6
300296,2018,人工智能-5
300296,2018,语音识别-1
300296,2018,增强现实-1
300296,2018,混合现实-1
300296,2018,虚拟现实-2
300296,2019,人工智能-2
300296,2019,大数据-2
300296,2019,增强现实-1
300296,2019,虚拟现实-1
300296,2019,物联网-1
300296,2019,移动互联-1
300296,2019,B2B-2
300297,2012,大数据-2
300297,2012,云计算-9
300297,2012,物联网-1
300297,2012,移动互联网-2
300297,2012,移动互联-1
300297,2012,电子商务-1
300297,2013,大数据-8
300297,2013,云计算-8
300297,2013,物联网-1
300297,2013,移动支付-1
300297,2013,移动互联网-4
300297,2013,电子商务-1
300297,2013,智能交通-1
300297,2014,大数据-6
300297,2014,云计算-8
300297,2014,物联网-4
300297,2014,智能穿戴-1
300297,2014,移动互联网-10
300297,2014,智能家居-1
300297,2014,互联网金融-1
300297,2015,大数据-14
300297,2015,云计算-8
300297,2015,物联网-2
300297,2015,移动互联网-8
300297,2015,工业互联网-2
300297,2015,电子商务-1
300297,2016,人工智能-10
300297,2016,机器学习-8
300297,2016,人脸识别-1
300297,2016,大数据-14
300297,2016,数据挖掘-1
300297,2016,云计算-26
300297,2016,物联网-6
300297,2016,移动互联网-6
300297,2016,电子商务-9
300297,2016,互联网金融-1
300297,2017,人工智能-32
300297,2017,机器学习-3
300297,2017,大数据-10
300297,2017,云计算-18
300297,2017,物联网-5
300297,2017,区块链-3
300297,2017,移动互联网-5
300297,2017,工业互联网-2
300297,2017,电子商务-8
300297,2018,人工智能-13
300297,2018,机器学习-2
300297,2018,大数据-12
300297,2018,数据挖掘-1
300297,2018,云计算-27
300297,2018,物联网-19
300297,2018,区块链-2
300297,2018,移动互联网-4
300297,2018,工业互联网-14
300297,2018,移动互联-1
300297,2018,电子商务-9
300297,2019,人工智能-11
300297,2019,机器学习-5
300297,2019,人脸识别-1
300297,2019,大数据-14
300297,2019,云计算-28
300297,2019,物联网-17
300297,2019,区块链-8
300297,2019,数字货币-1
300297,2019,移动互联网-1
300297,2019,工业互联网-8
300297,2019,电子商务-2
300298,2014,移动互联网-2
300298,2015,移动互联网-1
300298,2015,移动互联-1
300298,2016,移动互联-1
300298,2017,大数据-1
300298,2017,移动互联-1
300298,2017,电子商务-11
300298,2018,大数据-1
300298,2018,移动互联-1
300298,2018,电子商务-5
300298,2019,大数据-5
300298,2019,物联网-1
300298,2019,移动互联网-1
300299,2011,物联网-3
300299,2011,电子商务-1
300299,2012,云计算-1
300299,2012,物联网-1
300299,2012,移动互联网-2
300299,2013,云计算-1
300299,2013,物联网-3
300299,2013,移动互联网-3
300299,2013,B2B-1
300299,2013,B2C-1
300299,2014,物联网-2
300299,2014,移动互联网-3
300299,2014,B2B-3
300299,2014,B2C-3
300299,2015,大数据-3
300299,2015,虚拟现实-1
300299,2015,云计算-2
300299,2015,物联网-3
300299,2016,人工智能-2
300299,2016,大数据-32
300299,2016,云计算-3
300299,2016,物联网-3
300299,2016,移动互联网-1
300299,2016,移动互联-1
300299,2017,人工智能-3
300299,2017,大数据-15
300299,2017,云计算-3
300299,2017,物联网-4
300299,2017,移动互联网-1
